,Name,style,IBU,ABV,Description
1428,Kentucky Sunglasses,Kentucky Common,18,4.8,A sour interpretation of a pre-prohibition style similar to a Califor
1429,Last Days Kentucky Common,Kentucky Common,20,5.1,"Historical ale male with barley, cor"
1430,Kentucky Common,Kentucky Common,21,5.45,Number 1 on the tap list and number 1 in 
1431,Super Custom,Kentucky Common,35,5.8,Kentucky Common
1432,Tennessee UnKommon,Kentucky Common,15,5.5,Kentucky Common
1433,Common Good,Kentucky Common,7,5.0,"Brewed primarily with North Carolina grain (rye, corn, and local malt). This sour mash dark ale is tangy, tart, but smooth...like a worker's ""common"" beer should be.

Kentucky Common is an obscure American beer style originating from the coal mining regions of, you guessed it, Kentucky. Legend has it that the beer was made to transition coal miners from drinking bourbon during their lunch break to a low-alcohol tart ""beer."" Oh, how times have changed. Read Less"
1434,Ypsitucky Common Ale,Kentucky Common,22,4.4,Kentucky Common
1435,Imperial Kentucky Common,Kentucky Common,21,8.2,Kentucky Common
1436,Dark And Bloody Ground,Kentucky Common,20,5.2,Kentucky Common
1437,Kentucky Common,Kentucky Common,9,5.0,Kentucky Common
1438,Kentucky Common,Kentucky Common,25,5.2,Kentucky Common
1439,Teddy Bear Dakota Common,Kentucky Common,22,5.5,Kentucky Common
1440,Oertel's 1912,Kentucky Common,27,4.7,Old Recipe Kentucky
1441,CAL-TUCKY Common Ale,Kentucky Common,30,4.7,Kentucky Common
1442,Rally Ale,Kentucky Common,17,4.7,"Kentucky Common - Amber colored, light-flavored with ma"
1443,Kentucky Uncommon,Kentucky Common,22,5.8,"A once popular style pre-prohibition, this easy-drinking and slightly sweet brown ale is brewed with a blend of co"
1444,Commoner,Kentucky Common,12,5.6,Kentucky Common
1445,Kentucky Common,Kentucky Common,34,6.0,Kentucky Common
1446,Sakitumi,Koji / Ginjo Beer,42,9.0,Koji / Ginjo Beer
1447,Mountains Bending Rivers,Kvass,2,5.6,Mixed fermentation Rye Bread Beer. Crafted lovingly with Apple Annie's Rye Loaves. Conditioned in second use Wil
1448,Cyboogie,Kvass,7,4.5,Kvass
1449,Kvassup?!,Kvass,5,3.7,Brewed with 200# of rye and sourdough bread from Aspen Baking Co. and aged on Balaton and Montmorenc
1450,Cornbread Kvass,Kvass,5,4.5,Kvass
1451,Kvass,Kvass,25,3.4,Jester King Kvass - a farmhouse ale brewed with bread from Miche Bread in Aus
1452,Trial of Dmitri,Kvass,16,4.6,Kvass
1453,Sandorvass,Kvass,5,2.8,Kvass
1454,Slightly Insane,Kvass,7,4.6,Kvass
1455,Bowsaw,Kvass,5,3.5,"Kvass style ale, collaboration with Fonta Fl"
1456,Koffee Kölsch,Kölsch,16,4.7,Kölsch
1457,Cinnamon Kölsch Brunch,Kölsch,16,4.7,Kölsch
1458,Morning Joe,Kölsch,23,5.5,Kölsch
1459,Kollaps,Kölsch,20,4.7,Kölsch
1460,Kölsch,Kölsch,24,4.6,Kölsch
1461,Espresso Self,Kölsch,22,5.4,Kölsch
1462,Coterie,Kölsch,22,5.3,Kölsch
1463,Great White Buffalo,Kölsch,30,6.0,Kölsch
1464,Kölschy Clouds,Kölsch,15,5.0,Kölsch
1465,Kölsch,Kölsch,17,4.8,Kölsch
1466,Conjunction,Kölsch,25,5.0,Kölsch
1467,Nitro Morning Joe,Kölsch,25,5.4,Kölsch
1468,Good Hydration,Kölsch,24,4.9,This traditionally brewed Kölsch has a hoppy twist. It was originally brewed in collaboration with our friends at Speciation Ar
1469,The Peacock and the Crane,Kölsch,28,6.0,Kölsch
1470,Essence of Juiciness,Kölsch,70,8.0,"Why should American beers get to have all the fun? Essence of Juiciness is a traditional German Kolsch that we hopped like an American Imperial IPA for next level deliciousness. It was brewed with a routine malt bill of Pilsner malt and malted wheat, but we amped this baby up to 8% ABV! First fermented cold with a customary Kolsch yeast to preserve the flavors of its whirlpool-only hops, this brew was then double dry-hopped at nearly 4 lbs. per barrel with Citra Lupulin Power for a blast of citrus, German Blanc hops for notes of gooseberry and lemongrass, and Sabro hope for wonderful mango and coconut flavors. Read Less"
1471,Juan Carolita Jalapeño Kölsch,Kölsch,32,5.2,Smooth
1472,Dream Freeze,Kölsch,27,7.2,"Dreamsicle gets a boost for the summer! Orange and vanilla, with a healthy dose of malt, make this a formidable treat when the "
1473,Quality Time,Kölsch,25,5.3,Kolsch brewed with floor malted pilsner and Freestyle Farms M
1474,Buzzed Hippy,Kölsch,22,5.2,Kölsch
1475,Nöblebräu Kellerbier,Lager - Amber,30,5.4,Lager - Amber
1476,Moon Atlas,Lager - Amber,30,5.7,Lager - Amber
1477,Polotmavé Pivo 13º,Lager - Amber,23,5.5,Lager - Amber
1478,Peanut Butter Strawgator,Lager - Amber,27,8.0,Lager - Amber
1479,House Lager,Lager - Amber,25,4.8,Lager - Amber
1480,Oktoberfest,Lager - Amber,18,5.5,We brewed this amber lager for Oktoberfest. Brewed with Munich and Caramel malts plus a touch of German hops. Perfect for fall's cool
1481,Allen Street Amber,Lager - Amber,12,4.9,Lager - Amber
1482,Bohemian Red Raider,Lager - Amber,23,5.0,Lager - Amber
1483,Nightshift Coffee Amber Lager,Lager - Amber,30,5.0,Lager - Amber
1484,Inverted Fields Ablaze Smoked Maibock Lager,Lager - Amber,30,7.0,Lager - Amber
1485,Mexican Lager,Lager - Amber,21,4.5,Lager - Amber
1486,Kira’s Cake,Lager - Amber,38,6.5,"Sweet amber ale with additions of vanilla, chocolate, and hazelnut. Medium bodied, with chocolate o"
1487,Element No. 1,Lager - Amber,24,5.6,Lager - Amber
1488,La Rana Negra,Lager - Amber,25,5.8,Lager - Amber
1489,Hans Grubier,Lager - Amber,21,5.6,Lager - Amber
1490,Schmidly Bock Amber Lager,Lager - Amber,13,6.0,Lager - Amber
1491,Blank Czech,Lager - Amber,24,5.3,Lager - Amber
1492,Oktoberfest,Lager - Amber,22,5.8,Lager - Amber
1493,Czech the Forest,Lager - Amber,20,5.5,Lager - Amber
1494,Time Stands Still,Lager - Amber,40,6.4,Lager - Amber
1495,Common Ground Coffee Amber,Lager - Amber,22,5.0,Lager - Amber
1496,Munich Rye Lager - Local Lager Series,Lager - Amber,25,5.2,Lager - Amber
1497,Float Copper,Lager - Amber,29,5.0,"Malty lager, cri"
1498,Southside Grind,Lager - Amber,22,5.4,Lager - Amber
1499,Paw Pound,Lager - Amber,20,5.7,Lager - Amber
1500,Hunt for Red Oaktober,Lager - Amber,16,5.5,Bourbon barrel aging compliments the toast and honey malt flavors of our Oktober
1501,Metallic Vessels,Lager - American,25,5.0,Lager - American
1502,One of Us Will Have To Bury the Other,Lager - American,15,5.0,Lager - American
1503,Wizard Cup,Lager - American,25,5.0,Lager - American
1504,Lunchbox Tactics,Lager - American,11,4.7,Lager - American
1505,Alaskano Coffee Lager,Lager - American,13,5.0,Lager - American
1506,First Call,Lager - American,27,6.5,"A mystery, wrapped in an enigma, inside a coffee bean, inside a lager. A light-colored, easy-drinking lager with a mind-blowing co"
1507,El Paladín Tequila Barrel Aged Mexican Lager (w/ Lime & Salt),Lager - American,15,5.5,Lager - American
1508,Number 6,Lager - American,15,4.7,Lager - American
1509,Hitcha With Citra,Lager - American,10,5.0,Lager - American
1510,Party Cup,Lager - American,6,5.0,Lager - American
1511,Mosaic Brau,Lager - American,30,5.5,Lager - American
1512,Bless Up,Lager - American,10,6.5,Lager brewed with S
1513,Old Ghoulish,Lager - American,12,4.7,A crisp lager as dependable as Death. Refreshment for the Ghoul in
1514,Turtleneck & Chain,Lager - American,35,5.7,Pre-Prohibition style lager brewed with 6-Row and Flaked Maize and hopped wi
1515,Sangria,Lager - American Amber / Red,12,4.7,Lager - American Amber / Red
1516,Espresso Amber,Lager - American Amber / Red,19,6.2,Lager - American Amber / Red
1517,No Trabajes Tanto,Lager - American Amber / Red,24,6.5,Lager - American Amber / Red
1518,Eliot Ness (w/ Rum Spice),Lager - American Amber / Red,27,6.1,Lager - American Amber / Red
1519,Überspezial,Lager - American Amber / Red,18,5.9,Smooth. Balanced
1520,Generosity,Lager - American Amber / Red,10,5.8,Lager - American Amber / Red
1521,Woo-Wap-Da-Bam,Lager - American Amber / Red,35,5.6,"Toffee, bread crust, banana, and a hint of peach beg you to sip it all day "
1522,Pleasure Seeker,Lager - American Amber / Red,45,6.0,"Copper to amber in color with huge hop aroma, this brew features caramel and rye malts for body followed by a big citrus, tropical"
1523,Disagree To Disagree,Lager - American Amber / Red,18,5.4,A malty & biscuity ale with a rich amber color that will make you smile
1524,Bluebonnet Pro-AM(ber),Lager - American Amber / Red,36,5.5,"American Amber Ales should be flavorful (not boring!) and the Rabbit Hole Brewing Bluebonnet Pro-AM(ber) aims high to prove such. Brewed in collaboration with the Bluebonnet Brew-Off 29 Best of Show winner, David Toups, the Pro-AM(ber) provides a candi-like maltiness with generous citrus and tropical hop flavor notes to balance the palate. Clean on the finish, the Pro-AM(ber) is still bold enough to stand up and scream “Session Me!” and subtle enough to allow you to do so. Read Less"
1525,Purple Grain,Lager - American Amber / Red,22,6.5,Lager - American Amber / Red
1526,MI Maple Amber,Lager - American Amber / Red,30,5.7,Lager - American Amber / Red
1527,Rising Wave,Lager - American Amber / Red,72,8.0,A
1528,Shrewsbury Lager,Lager - American Amber / Red,23,5.2,Lager - American Amber / Red
1529,Bohemsky Lager,Lager - American Amber / Red,18,4.7,A blend of 6 malts give a distinct amber color and toasty malt flavor. Saaz hops provide the classic lager h
1530,Wakes of Grain,Lager - American Amber / Red,30,5.4,Lager - American Amber / Red
1531,Miner Copper Lager,Lager - American Amber / Red,20,5.8,Lager - American Amber / Red
1532,Argentine,Lager - American Amber / Red,23,5.1,Lager - American Amber / Red
1533,Amber Dawn,Lager - American Amber / Red,22,5.2,Tar
1534,Morena Mia,Lager - American Amber / Red,10,5.0,Lager - American Amber / Red
1535,Foliage Harvest Lager,Lager - American Amber / Red,28,5.5,"A Vienna-style lager brewed with pure wildflower honey. Light-bodied and crisp, with a touch of sweetness on th"
1536,Leafless,Lager - American Amber / Red,17,4.8,A springtime golden lager with a hint of local m
1537,3x Dry Hopped Lashes With Palisades,Lager - American Amber / Red,56,6.8,Lager - American Amber / Red
1538,Up In Arts,Lager - American Amber / Red,25,6.9,"American hops blend with German malts and yeast to create tangerine and grapefruit aromas and a sweet, crisp finish. Late addition dry hops of Falconers Flight and Experimental Hop Variety #07270 add a juicy hop profile with minimal bitterness. The beer showcases the best of both worlds, fusing a traditional German lager with a bright American hop profile. Read Less"
1539,Coffee Lager,Lager - American Light,15,4.5,Lager - American Light
1540,Love Me Two Limes (Mexican Lager),Lager - American Light,19,4.9,Lager - American Light
1541,Blueberry Clouds,Lager - American Light,2,4.0,American light Lager smoothie conditioned on massive amounts of b
1542,Tropical Jalapeño Lager,Lager - American Light,17,4.8,"Traditional lager with mango,pineapple,key lime a"
1543,Heavy,Lager - American Light,11,5.0,Lager - American Light
1544,Tombstone Lite,Lager - American Light,4,4.2,What we have that's most like [insert macro light / lite lager
1545,Beer To Drink When It's Hot Outside,Lager - American Light,15,4.5,"An ultra refreshing warm weather lager brewed with flaked corn, key lime puree, and lightly dry-hopped wi"
1546,Muggsy’s Coffee Lager,Lager - American Light,24,4.5,Lager - American Light
1547,Key Lime Pie El Crispy,Lager - American Light,10,4.2,"Mexican Lager Dry Hopped with Wakatu Lactose sugar Aged on lime peel, vanilla and grah"
1548,What's In A Name,Lager - American Light,35,5.0,A refreshing light and crisp American Lager double dry-hopped with Lemo
1549,That'll Play,Lager - American Light,12,4.2,Lager - American Light
1550,El Pastor,Lager - American Light,11,4.1,"Mexican-style cerveza brewed with flaked maize, blue agave, and key lime. Light and crisp with a dry finish and tangy"
1551,Massacre Bourbon Barrel Aged (2015),Lager - Dark,80,13.0,"Bourbon-barrel-aged Imperial Dark Lager. We brew this every year and age it in freshly dumped bourbon barrels for months to achieve the smooth, balanced, silky, bourbon-infused malty richness that is Massacre. 2015 was our fourth year brewing, bottling, and wax-dipping each and every bottle. Complex, featuring dried stone fruits, chocolate, and a sturdy alcohol backbone. Read Less"
1552,Empyreal Radiance,Lager - Dark,30,6.6,Lager - Dark
1553,Czech Dark Lager,Lager - Dark,27,4.4,Lager - Dark
1554,Dusk,Lager - Dark,55,5.0,Lager - Dark
1555,Czech Dark Lager,Lager - Dark,30,4.3,Lager - Dark
1556,Eternal Echo,Lager - Dark,22,5.2,Lager - Dark
1557,Massacre 2014 Bourbon Barrel Imperial Dark Lager,Lager - Dark,90,11.5,Lager - Dark
1558,Whatchamalager,Lager - Dark,25,5.3,Lager - Dark
1559,Lifesblood,Lager - Dark,24,6.0,Brewed with a high-quality floor-malted Bohemian Dark and Vienna malt and hopped with noble ho
1560,Through Woven Branches,Lager - Dark,30,6.5,Lager - Dark
1561,Dark,Lager - Dark,18,4.2,Lager - Dark
1562,Fervor & Defiance,Lager - Dark,19,4.9,Lager - Dark
1563,The Vessels That Lifted Us To the Afterworld,Lager - Dark,2,5.2,Lager - Dark
1564,Coffee Double Dunkel,Lager - Dark,31,7.5,Lager - Dark
1565,Black Pils,Lager - Dark,35,4.9,Lager - Dark
1566,Midnight Silk,Lager - Dark,20,5.0,Lager - Dark
1567,Double Dunkel,Lager - Dark,35,7.5,Lager - Dark
1568,American Reinheitsgebot Dortmunder,Lager - Dortmunder / Export,30,5.8,Lager - Dortmunder / Export
1569,Export66,Lager - Dortmunder / Export,20,5.6,Lager - Dortmunder / Export
1570,Lager Is Super Awesome (L.I.S.A.),Lager - Dortmunder / Export,30,5.75,Hoppy Ex
1571,Export Lager,Lager - Dortmunder / Export,20,5.7,Lager - Dortmunder / Export
1572,Union Lager,Lager - Dortmunder / Export,19,5.2,Lager - Dortmunder / Export
1573,Dortmunder,Lager - Dortmunder / Export,25,5.5,"Award winning, easy drinking German style Dortmunder lager. Best enjoyed anytime, preferably amo"
1574,Export Lager,Lager - Dortmunder / Export,20,5.7,"All the smells of fresh baked bread and toasted honey, golden, balanced"
1575,Tasties,Lager - Dortmunder / Export,30,5.5,"Made in honor of Belmont Station's 22nd anniversary, a stronger and bolder Helles that "
1576,Dortmunder,Lager - Dortmunder / Export,29,6.0,Lager - Dortmunder / Export
1577,Seventh Anniversary Lager,Lager - Dortmunder / Export,27,6.0,Lager - Dortmunder / Export
1578,Dortmunder,Lager - Dortmunder / Export,27,4.9,Lager - Dortmunder / Export
1579,Westphalia,Lager - Dortmunder / Export,25,6.0,Lager - Dortmunder / Export
1580,Skol Crusher,Lager - Dortmunder / Export,23,6.0,Lager - Dortmunder / Export
1581,Dork Commander,Lager - Dortmunder / Export,28,6.0,"Malt tones of sweet bread and toast, balanced by a crisp, floral, herbal hop"
1582,Dortschlager,Lager - Dortmunder / Export,40,5.4,"Low sweetness, medium body, low"
1583,Export Dortmunder Lager,Lager - Dortmunder / Export,31,5.8,Lager - Dortmunder / Export
1584,Oracle of Hipsters,Lager - Dortmunder / Export,20,4.5,Dry H
1585,ProVelo Pils,Lager - Dortmunder / Export,45,6.35,Lager - Dortmunder / Export
1586,Story Problems,Lager - Dortmunder / Export,54,5.8,Lager - Dortmunder / Export
1587,Golden Export Lager,Lager - Dortmunder / Export,25,5.8,Lager - Dortmunder / Export
1588,Humbucker,Lager - Dortmunder / Export,28,5.5,Lager - Dortmunder / Export
1589,Marshal Murat,Lager - Dortmunder / Export,35,5.2,Lager - Dortmunder / Export
1590,Original Lager,Lager - Helles,18,5.2,Lager - Helles
1591,Wondrous Hell Lagerbier,Lager - Helles,18,5.1,Lager - Helles
1592,Good Morning Munich,Lager - Helles,22,5.2,Lager - Helles
1593,Hell,Lager - Helles,20,4.9,"Crisp, light, refreshing, brilliantly effervescent with a floral, noble"
1594,Joe B. Town,Lager - Helles,19,4.9,Lager - Helles
1595,Ultralight,Lager - Helles,20,5.0,Lager - Helles
1596,Helles Dorado,Lager - Helles,18,5.0,Lager - Helles
1597,One For You,Lager - Helles,25,6.0,"One for You Helles-Style Lager is aged on upon pineapple, coconut and vanilla beans and dry-hopped with Mosaic lupulin powder. Made with the obliging team at Other Half Brewing. Read Less"
1598,"Attack, Decay, Sustain, Release (ADSR)",Lager - Helles,18,5.2,Lager - Helles
1599,Helles,Lager - Helles,18,5.0,Lager - Helles
1600,TrIPL,Lager - IPL (India Pale Lager),100,10.0,Lager - IPL (India Pale Lager)
1601,Precious Oils,Lager - IPL (India Pale Lager),40,6.4,Lager - IPL (India Pale Lager)
1602,Und Hopfen,Lager - IPL (India Pale Lager),35,6.1,"Vic Secret, Mosaic, Astra dry hopped lager that exemplifies the confluence of characteristics of an IPA a"
1603,Excess,Lager - IPL (India Pale Lager),80,7.2,Lager - IPL (India Pale Lager)
1604,3x Dry Hopped Mass Rising W/ Equinox And Mosaic,Lager - IPL (India Pale Lager),100,8.0,Lager - IPL (India Pale Lager)
1605,Dissenter,Lager - IPL (India Pale Lager),70,8.7,"It’s been a dozen years since we’ve brewed a lager—and, true to form, we’re going big with Dissenter India Pale Lager, our argument in favor of the potential for complex lagers. Brewed with a wide variety of tropical, citrus-forward hops, Dissenter clocks in at 8.7% ABV and 70 IBUs. Our ales are fermented at warm temperatures, but this lager is fermented cold, using a different kind of yeast. The longer brewing process used for lagers gives Dissenter an exceptionally clean finish, allowing you to appreciate the clear beauty of the hops as you would a well thought out, eloquent dissenting opinion. We’ll let this one speak for itself. Read Less"
1606,Both Ways,Lager - IPL (India Pale Lager),40,6.5,Lager - IPL (India Pale Lager)
1607,Mikey's Citra IPL,Lager - IPL (India Pale Lager),45,5.5,Hoppy pilsner made with 
1608,F.N. Awesome,Lager - IPL (India Pale Lager),55,9.5,Lager - IPL (India Pale Lager)
1609,Spill the Tea,Lager - IPL (India Pale Lager),50,5.4,"(Finback Version) An IPL brewed with green tea and watermelon. Dry hopped with Mosaic, Citra and Falconers. Lightly fruited, bi"
1610,Hop Essence Series: Mosaic,Lager - IPL (India Pale Lager),90,8.0,Lager - IPL (India Pale Lager)
